domain,problem,algorithm,base,width,depth,par,exp,quality-avg,quality-stdev,time
ctp3,test07_20_T.graph,ao3,optimistic,100,20,0.5,500,183.97900,3.82009,4470.77
ctp3,test07_20_T.graph,ao3,optimistic,500,20,0.5,500,174.67400,3.39313,20689.87
ctp3,test07_20_T.graph,ao3,optimistic,1000,20,0.5,500,169.85800,3.35430,37925.12
ctp3,test07_20_T.graph,ao3,optimistic,5000,20,0.5,500,153.51199,2.81636,126212.38
ctp3,test07_20_T.graph,ao3,optimistic,10000,20,0.5,500,148.40401,2.86530,192229.33
ctp3,test07_20_T.graph,ao3,random,100,20,0.1,500,190.25000,4.07753,4394.25
ctp3,test07_20_T.graph,ao3,random,500,20,0.1,500,157.89301,3.31479,20792.67
ctp3,test07_20_T.graph,ao3,random,1000,20,0.1,500,150.05600,3.03563,37108.41
ctp3,test07_20_T.graph,ao3,optimistic,100,20,0.1,500,181.09000,3.58022,4524.65
ctp3,test07_20_T.graph,ao3,optimistic,500,20,0.1,500,173.51100,3.43111,20908.23
ctp3,test07_20_T.graph,ao3,optimistic,1000,20,0.1,500,165.97000,3.09160,37962.41
ctp3,test07_20_T.graph,ao3,random,100,20,0.5,50,176.42000,3.78124,4037.04
ctp3,test07_20_T.graph,ao3,random,500,20,0.5,50,160.06300,3.36686,12478.83
ctp3,test07_20_T.graph,ao3,random,1000,20,0.5,50,162.60800,3.44461,17664.81
ctp3,test07_20_T.graph,ao3,random,5000,20,0.5,50,165.56799,3.49289,42486.73
ctp3,test07_20_T.graph,ao3,optimistic,100,20,0.5,50,192.03101,4.03309,4175.49
