race,barto-big,uct,random,10,50,0,NA,100.00000,0.00000,21.37
race,barto-big,uct,random,25,50,0,NA,100.00000,0.00000,54.65
race,barto-big,uct,random,50,50,0,NA,100.00000,0.00000,117.06
race,barto-big,uct,random,100,50,0,NA,100.00000,0.00000,233.35
race,barto-big,uct,random,250,50,0,NA,100.00000,0.00000,579.26
race,barto-big,uct,random,500,50,0,NA,99.95400,0.03642,1230.70
race,barto-big,uct,random,1000,50,0,NA,99.83100,0.07071,2442.57
race,barto-big,uct,random,2500,50,0,NA,98.09700,0.25580,6203.50
race,barto-big,uct,random,5000,50,0,NA,92.29300,0.48846,11853.49
race,barto-big,uct,random,10000,50,0,NA,84.10800,0.63200,24618.68
race,barto-big,uct,greedy,10,50,0,NA,91.31500,0.43440,58.98
race,barto-big,uct,greedy,25,50,0,NA,78.40800,0.57688,124.33
race,barto-big,uct,greedy,50,50,0,NA,49.44400,0.41603,141.10
race,barto-big,uct,greedy,100,50,0,NA,38.95700,0.25239,215.08
race,barto-big,uct,greedy,250,50,0,NA,32.54800,0.16073,418.58
race,barto-big,uct,greedy,500,50,0,NA,29.97500,0.12483,813.21
race,barto-big,uct,greedy,1000,50,0,NA,28.50500,0.10827,1467.99
race,barto-big,uct,greedy,2500,50,0,NA,27.67400,0.10628,3559.60
race,barto-big,uct,greedy,5000,50,0,NA,27.37400,0.09815,6750.79
race,barto-big,uct,greedy,10000,50,0,NA,27.55700,0.10081,13928.45
race,barto-big,aot,random,10,50,0.5,100,100.00000,0.00000,380.38
race,barto-big,aot,random,50,50,0.5,100,99.80500,0.06849,1871.60
race,barto-big,aot,random,100,50,0.5,100,98.00000,0.25127,3688.32
race,barto-big,aot,random,500,50,0.5,100,91.60700,0.48845,16319.32
race,barto-big,aot,random,1000,50,0.5,100,98.17600,0.29429,36532.71
race,barto-big,aot,random,5000,50,0.5,100,70.80900,0.74625,119168.67
race,barto-big,aot,greedy,10,50,0.5,100,36.77900,0.25744,361.29
race,barto-big,aot,greedy,50,50,0.5,100,30.45700,0.13561,1308.24
race,barto-big,aot,greedy,100,50,0.5,100,29.66600,0.12220,2473.85
race,barto-big,aot,greedy,500,50,0.5,100,26.85000,0.10542,9956.78
race,barto-big,aot,greedy,1000,50,0.5,100,26.59800,0.10674,16454.05
race,barto-big,aot,greedy,5000,50,0.5,100,26.25000,0.10304,66480.95
