domain,problem,algorithm,base,width,depth,par,exp,quality-avg,quality-stdev,time
ctp3,test07_10.graph,aot-random,random,10,10,0.5,100,140.04201,1.78529,8.98
ctp3,test07_10.graph,aot-random,random,50,10,0.5,100,133.71700,1.63695,12.89
ctp3,test07_10.graph,aot-random,random,100,10,0.5,100,133.54601,1.60877,17.99
ctp3,test07_10.graph,aot-random,random,500,10,0.5,100,122.20900,1.39059,82.73
ctp3,test07_10.graph,aot-random,random,1000,10,0.5,100,121.05500,1.39934,238.03
ctp3,test07_10.graph,aot-random,random,5000,10,0.5,100,111.36900,1.23326,5565.25
ctp3,test07_10.graph,aot-value,optimistic,10,10,0.5,100,79.49500,1.12510,2.74
ctp3,test07_10.graph,aot-value,optimistic,50,10,0.5,100,81.50000,1.09874,12.18
ctp3,test07_10.graph,aot-value,optimistic,100,10,0.5,100,81.37400,1.12343,22.35
ctp3,test07_10.graph,aot-value,optimistic,500,10,0.5,100,78.95700,0.92882,95.00
ctp3,test07_10.graph,aot-value,optimistic,1000,10,0.5,100,75.17700,0.87598,202.58
ctp3,test07_10.graph,aot-value,optimistic,5000,10,0.5,100,74.48100,0.77287,1475.93
ctp3,test07_10.graph,uct,random,10,10,0,NA,139.83900,1.90473,2.50
ctp3,test07_10.graph,uct,random,50,10,0,NA,136.16600,1.82236,12.04
ctp3,test07_10.graph,uct,random,100,10,0,NA,129.62399,1.64091,23.84
ctp3,test07_10.graph,uct,random,500,10,0,NA,118.80700,1.43947,116.30
ctp3,test07_10.graph,uct,random,1000,10,0,NA,115.03900,1.30024,231.19
ctp3,test07_10.graph,uct,random,5000,10,0,NA,105.55900,1.26218,1098.99
ctp3,test07_10.graph,uct,random,10000,10,0,NA,107.14800,1.20773,2157.14
ctp3,test07_10.graph,uct,optimistic,10,10,0,NA,104.40200,1.60464,2.25
ctp3,test07_10.graph,uct,optimistic,50,10,0,NA,128.03900,1.75687,11.32
ctp3,test07_10.graph,uct,optimistic,100,10,0,NA,122.44400,1.64465,22.39
ctp3,test07_10.graph,uct,optimistic,500,10,0,NA,104.84600,1.31937,110.34
ctp3,test07_10.graph,uct,optimistic,1000,10,0,NA,96.64600,1.23581,215.59
ctp3,test07_10.graph,uct,optimistic,5000,10,0,NA,86.47200,1.03368,1033.57
ctp3,test07_10.graph,uct,optimistic,10000,10,0,NA,81.82700,0.94325,2039.83
ctp3,test07_10.graph,aot-random,optimistic,10,10,0.5,100,109.80800,1.72243,8.10
ctp3,test07_10.graph,aot-random,optimistic,50,10,0.5,100,110.41600,1.55498,11.82
ctp3,test07_10.graph,aot-random,optimistic,100,10,0.5,100,108.72900,1.42906,16.82
ctp3,test07_10.graph,aot-random,optimistic,500,10,0.5,100,106.42500,1.28637,80.67
ctp3,test07_10.graph,aot-random,optimistic,1000,10,0.5,100,102.39800,1.17423,231.34
ctp3,test07_10.graph,aot-random,optimistic,5000,10,0.5,100,97.41300,1.05900,5161.36
ctp3,test07_10.graph,aot,random,10,10,0.5,100,109.86300,1.45360,28.92
ctp3,test07_10.graph,aot,random,50,10,0.5,100,87.72800,1.14087,115.61
ctp3,test07_10.graph,aot,random,100,10,0.5,100,82.26200,1.07081,210.21
ctp3,test07_10.graph,aot,random,500,10,0.5,100,78.36700,0.91704,584.53
ctp3,test07_10.graph,aot,random,1000,10,0.5,100,80.35100,0.96595,794.61
ctp3,test07_10.graph,aot,random,5000,10,0.5,100,77.96800,0.88000,2472.73
ctp3,test07_10.graph,aot,optimistic,10,10,0.5,100,102.27500,1.42709,24.80
ctp3,test07_10.graph,aot,optimistic,50,10,0.5,100,83.74400,1.06889,100.83
ctp3,test07_10.graph,aot,optimistic,100,10,0.5,100,80.73000,0.96809,181.52
ctp3,test07_10.graph,aot,optimistic,500,10,0.5,100,76.14200,0.91854,523.36
ctp3,test07_10.graph,aot,optimistic,1000,10,0.5,100,75.49400,0.85882,750.01
ctp3,test07_10.graph,aot,optimistic,5000,10,0.5,100,75.24900,0.85548,2884.35
ctp3,test08_10.graph,aot-random,random,10,10,0.5,100,94.20900,2.93376,4.76
ctp3,test08_10.graph,aot-random,random,50,10,0.5,100,93.58300,2.84060,6.82
ctp3,test08_10.graph,aot-random,random,100,10,0.5,100,90.70400,2.73163,9.66
ctp3,test08_10.graph,aot-random,random,500,10,0.5,100,87.23300,2.45418,44.87
ctp3,test08_10.graph,aot-random,random,1000,10,0.5,100,84.63500,2.34990,127.33
ctp3,test08_10.graph,aot-random,random,5000,10,0.5,100,81.15600,2.16435,2874.71
ctp3,test08_10.graph,aot-value,optimistic,10,10,0.5,100,74.69200,2.03888,1.57
ctp3,test08_10.graph,aot-value,optimistic,50,10,0.5,100,72.17800,1.83485,7.88
ctp3,test08_10.graph,aot-value,optimistic,100,10,0.5,100,73.96900,2.10760,14.18
ctp3,test08_10.graph,aot-value,optimistic,500,10,0.5,100,68.18400,1.53843,59.85
ctp3,test08_10.graph,aot-value,optimistic,1000,10,0.5,100,65.02300,1.39802,121.58
ctp3,test08_10.graph,aot-value,optimistic,5000,10,0.5,100,65.68100,1.35513,808.17
ctp3,test08_10.graph,uct,random,10,10,0,NA,92.66800,2.89810,1.10
ctp3,test08_10.graph,uct,random,50,10,0,NA,90.48500,2.74687,5.06
ctp3,test08_10.graph,uct,random,100,10,0,NA,79.50000,2.30834,9.20
ctp3,test08_10.graph,uct,random,500,10,0,NA,74.77800,2.06907,41.07
ctp3,test08_10.graph,uct,random,1000,10,0,NA,73.22400,1.95804,79.07
ctp3,test08_10.graph,uct,random,5000,10,0,NA,73.93100,1.89646,382.09
ctp3,test08_10.graph,uct,random,10000,10,0,NA,71.59800,1.72641,736.34
ctp3,test08_10.graph,uct,optimistic,10,10,0,NA,83.11800,2.54401,0.90
ctp3,test08_10.graph,uct,optimistic,50,10,0,NA,90.54900,2.66138,4.61
ctp3,test08_10.graph,uct,optimistic,100,10,0,NA,86.63400,2.51452,8.99
ctp3,test08_10.graph,uct,optimistic,500,10,0,NA,71.60800,1.87318,39.07
ctp3,test08_10.graph,uct,optimistic,1000,10,0,NA,66.24600,1.61641,73.56
ctp3,test08_10.graph,uct,optimistic,5000,10,0,NA,65.17100,1.38210,357.30
ctp3,test08_10.graph,uct,optimistic,10000,10,0,NA,68.18100,1.57751,709.94
ctp3,test08_10.graph,aot-random,optimistic,10,10,0.5,100,87.97600,2.60523,3.98
ctp3,test08_10.graph,aot-random,optimistic,50,10,0.5,100,86.64100,2.45987,5.99
ctp3,test08_10.graph,aot-random,optimistic,100,10,0.5,100,90.65000,2.52981,8.90
ctp3,test08_10.graph,aot-random,optimistic,500,10,0.5,100,85.51000,2.30195,44.09
ctp3,test08_10.graph,aot-random,optimistic,1000,10,0.5,100,82.30400,2.17569,124.77
ctp3,test08_10.graph,aot-random,optimistic,5000,10,0.5,100,79.99400,2.02473,2513.02
ctp3,test08_10.graph,aot,random,500,10,0.5,100,66.78300,1.44233,325.70
ctp3,test08_10.graph,aot,random,1000,10,0.5,100,64.68500,1.40755,467.15
ctp3,test08_10.graph,aot,random,5000,10,0.5,100,66.14900,1.38747,1443.31
ctp3,test08_10.graph,aot,optimistic,10,10,0.5,100,81.44700,2.23899,8.19
ctp3,test08_10.graph,aot,optimistic,50,10,0.5,100,74.83300,1.73442,44.77
ctp3,test08_10.graph,aot,optimistic,100,10,0.5,100,69.67300,1.70466,81.24
ctp3,test08_10.graph,aot,optimistic,500,10,0.5,100,66.79400,1.47231,263.37
ctp3,test08_10.graph,aot,optimistic,1000,10,0.5,100,63.20200,1.27281,422.48
ctp3,test08_10.graph,aot,optimistic,5000,10,0.5,100,62.64600,1.25526,1773.89
ctp3,test08_10.graph,aot,random,10,10,0.5,100,80.38700,2.40122,12.82
ctp3,test08_10.graph,aot,random,50,10,0.5,100,70.22700,1.75992,61.36
ctp3,test08_10.graph,aot,random,100,10,0.5,100,70.69100,1.68336,114.06
ctp3,test09_10.graph,aot-random,random,10,10,0.5,100,117.97700,2.63632,7.05
ctp3,test09_10.graph,aot-random,random,50,10,0.5,100,111.85300,2.47885,9.97
ctp3,test09_10.graph,aot-random,random,100,10,0.5,100,114.41400,2.48317,13.99
ctp3,test09_10.graph,aot-random,random,500,10,0.5,100,113.11000,2.41544,64.60
ctp3,test09_10.graph,aot-random,random,1000,10,0.5,100,110.63000,2.36307,182.88
ctp3,test09_10.graph,aot-random,random,5000,10,0.5,100,105.00100,2.15195,3936.13
ctp3,test09_10.graph,aot-value,optimistic,10,10,0.5,100,82.56300,1.54484,2.08
ctp3,test09_10.graph,aot-value,optimistic,50,10,0.5,100,86.19300,1.73348,10.10
ctp3,test09_10.graph,aot-value,optimistic,100,10,0.5,100,84.41900,1.76529,19.59
ctp3,test09_10.graph,aot-value,optimistic,500,10,0.5,100,88.24800,1.64625,77.40
ctp3,test09_10.graph,aot-value,optimistic,1000,10,0.5,100,86.42500,1.53900,132.02
ctp3,test09_10.graph,aot-value,optimistic,5000,10,0.5,100,82.09000,1.43116,1009.28
ctp3,test09_10.graph,uct,random,10,10,0,NA,117.17900,2.61876,1.55
ctp3,test09_10.graph,uct,random,50,10,0,NA,107.62900,2.36779,7.16
ctp3,test09_10.graph,uct,random,100,10,0,NA,101.73200,2.20595,13.83
ctp3,test09_10.graph,uct,random,500,10,0,NA,86.66200,1.91079,61.44
ctp3,test09_10.graph,uct,random,1000,10,0,NA,83.68300,1.69779,119.48
ctp3,test09_10.graph,uct,random,5000,10,0,NA,80.00400,1.65204,554.06
ctp3,test09_10.graph,uct,random,10000,10,0,NA,79.59500,1.60958,1063.20
ctp3,test09_10.graph,uct,optimistic,10,10,0,NA,113.49800,2.68012,1.45
ctp3,test09_10.graph,uct,optimistic,50,10,0,NA,113.81900,2.46477,7.09
ctp3,test09_10.graph,uct,optimistic,100,10,0,NA,108.51000,2.33449,14.09
ctp3,test09_10.graph,uct,optimistic,500,10,0,NA,90.78400,1.81777,64.48
ctp3,test09_10.graph,uct,optimistic,1000,10,0,NA,85.70300,1.67033,123.77
ctp3,test09_10.graph,uct,optimistic,5000,10,0,NA,80.87100,1.57127,574.43
ctp3,test09_10.graph,uct,optimistic,10000,10,0,NA,75.21500,1.46249,1089.68
ctp3,test09_10.graph,aot-random,optimistic,10,10,0.5,100,116.62400,2.74757,6.88
ctp3,test09_10.graph,aot-random,optimistic,50,10,0.5,100,116.42200,2.63147,9.69
ctp3,test09_10.graph,aot-random,optimistic,100,10,0.5,100,113.37400,2.44900,13.57
ctp3,test09_10.graph,aot-random,optimistic,500,10,0.5,100,111.46800,2.34965,63.84
ctp3,test09_10.graph,aot-random,optimistic,1000,10,0.5,100,115.00800,2.31302,182.97
ctp3,test09_10.graph,aot-random,optimistic,5000,10,0.5,100,104.00400,2.04991,5593.11
ctp3,test09_10.graph,aot,random,10,10,0.5,100,99.77300,2.29079,19.67
ctp3,test09_10.graph,aot,random,50,10,0.5,100,82.03100,1.70416,84.62
ctp3,test09_10.graph,aot,random,100,10,0.5,100,78.00900,1.50664,149.62
ctp3,test09_10.graph,aot,random,500,10,0.5,100,74.56900,1.33796,392.22
ctp3,test09_10.graph,aot,random,1000,10,0.5,100,76.07600,1.43008,520.12
ctp3,test09_10.graph,aot,random,5000,10,0.5,100,74.40100,1.35463,1696.19
ctp3,test09_10.graph,aot,optimistic,10,10,0.5,100,101.32800,2.14371,19.64
ctp3,test09_10.graph,aot,optimistic,50,10,0.5,100,92.65200,1.81592,82.06
ctp3,test09_10.graph,aot,optimistic,100,10,0.5,100,87.50100,1.66377,147.48
ctp3,test09_10.graph,aot,optimistic,500,10,0.5,100,82.75400,1.43778,401.37
ctp3,test09_10.graph,aot,optimistic,1000,10,0.5,100,81.70200,1.41745,564.28
ctp3,test09_10.graph,aot,optimistic,5000,10,0.5,100,82.64300,1.43870,2093.65
